id,threadId,ladderResetId,winnerId,winnerCharacterId,loserId,loserCharacterId,ranked,finishedAt
1700,,1,5,7,3,7,,1745003670420
1701,,1,3,1,12,6,,1745004038133
1702,,1,5,6,20,1,,1745004184862
1703,,1,3,8,12,4,,1745004843717
1704,,1,20,1,32,2,,1745005276865
1705,,1,3,8,12,4,,1745005302977
1706,,1,3,8,12,4,,1745005630722
1707,,1,20,1,32,2,,1745005750324
1708,,1,12,4,3,8,,1745005990021
1709,,1,4,8,5,7,,1745006258764
1710,,1,20,1,32,2,,1745006398178
1711,,1,12,1,3,8,,1745006607295
1712,,1,5,7,4,8,,1745006618538
1713,,1,4,8,5,4,,1745007013250
1714,,1,1,2,41,9,,1745015065323
1715,,1,6,4,1,2,,1745015935225
1716,,1,32,2,41,4,,1745016290367
1717,,1,1,2,32,2,,1745018680257
1718,,1,2,10,32,10,,1745020400325
1719,,1,16,6,11,7,,1745043309751
1720,,1,16,1,11,7,,1745043671121
1721,,1,11,7,16,3,,1745044019742
1722,,1,16,7,2,3,,1745054544552
1723,,1,22,4,33,8,,1745054837324
1724,,1,16,7,2,3,,1745054842705
1725,,1,33,8,2,2,,1745055374757
1726,,1,2,2,33,8,,1745055850066
1727,,1,33,8,2,2,,1745056142296
1728,,1,33,8,2,2,,1745056632594
1729,,1,2,2,45,7,,1745060461518
1730,,1,5,7,33,8,,1745061077587
1731,,1,45,8,6,2,,1745061097534
1732,,1,5,7,33,8,,1745061504697
1733,,1,6,7,45,8,,1745062430822
1734,,1,6,7,45,8,,1745062983174
1735,,1,12,7,33,8,,1745063165146
1736,,1,6,4,5,8,,1745063394634
1737,,1,45,8,12,2,,1745063732536
1738,,1,5,8,6,4,,1745063864409
1739,,1,33,8,16,8,,1745064159738
1740,,1,6,4,5,8,,1745064224796
1741,,1,45,6,12,7,,1745064262847
1742,,1,12,3,33,10,,1745065131891
1743,,1,40,8,2,2,,1745065235109
1744,,1,2,2,40,8,,1745065772169
1745,,1,12,6,45,3,,1745066147890
1746,,1,2,2,12,4,,1745066684086
1747,,1,2,2,12,4,,1745067038779
1748,,1,2,2,12,4,,1745067417916
1749,,1,12,4,2,2,,1745067784700
1750,,1,5,7,6,5,,1745067875126
1751,,1,5,7,6,5,,1745068297774
1752,,1,16,7,40,8,,1745068403875
1753,,1,5,7,6,5,,1745068716405
1754,,1,6,5,5,7,,1745069086368
1755,,1,5,7,6,5,,1745069416486
1756,,1,5,7,6,5,,1745070341840
1757,,1,11,7,27,2,,1745071390532
1758,,1,6,7,40,8,,1745071476585
1759,,1,16,7,33,8,,1745071526669
1760,,1,18,4,5,7,,1745071779500
1761,,1,5,7,18,7,,1745071889675
1762,,1,16,7,33,8,,1745071998690
1763,,1,12,4,1,2,,1745072030342
1764,,1,6,7,40,8,,1745072195280
1765,,1,11,7,27,8,,1745072206896
1766,,1,5,7,18,4,,1745072358082
1767,,1,3,4,7,9,,1745072407251
1768,,1,1,2,12,4,,1745072462686
1769,,1,16,7,45,7,,1745072636724
1770,,1,5,7,18,7,,1745072800612
1771,,1,12,4,1,2,,1745072864014
1772,,1,16,7,45,7,,1745072918197
1773,,1,12,8,11,7,,1745073360590
1774,,1,2,7,5,8,,1745073424890
1775,,1,3,4,7,9,,1745073436777
1776,,1,12,8,11,4,,1745073572066
1777,,1,2,7,5,7,,1745073749231
1778,,1,18,4,40,8,,1745073822410
1779,,1,3,4,6,7,,1745073923644
1780,,1,45,7,16,5,,1745074019271
1781,,1,6,7,3,4,,1745074394782
1782,,1,54,6,55,4,,1745074541179
1783,,1,2,2,12,4,,1745074848852
1784,,1,6,7,3,4,,1745075007875
1785,,1,40,8,18,8,,1745075030174
1786,,1,12,7,2,2,,1745075235661
1787,,1,16,4,6,8,,1745075460795
1788,,1,2,7,12,7,,1745075561850
1789,,1,5,8,18,4,,1745075811181
1790,,1,6,7,16,4,,1745075921817
1791,,1,16,7,6,7,,1745076176933
1792,,1,16,8,2,2,,1745076850818
1793,,1,16,8,2,2,,1745077246640
1794,,1,2,2,16,8,,1745077667850
1795,,1,2,2,16,4,,1745078052408
1796,,1,2,2,16,2,,1745078574866
1797,,1,11,4,16,8,,1745085139575
1798,,1,2,2,5,8,,1745085483813
1799,,1,11,4,16,8,,1745085546009
1800,,1,5,8,2,2,,1745086030419
1801,,1,11,4,16,8,,1745086423050
1802,,1,2,2,5,8,,1745086438285
1803,,1,11,4,5,8,,1745086764060
1804,,1,4,8,12,8,,1745086907600
1805,,1,11,4,5,8,,1745087388797
1806,,1,4,8,16,4,,1745087562687
1807,,1,11,4,5,1,,1745087717975
1808,,1,16,4,4,9,,1745088149038
1809,,1,5,8,4,8,,1745089018509
1810,,1,4,8,23,4,,1745089511800
1811,,1,23,4,4,9,,1745089835852
1812,,1,4,8,18,6,,1745108039954
1813,,2,4,1,18,6,,1745108527689
1814,,1,2,10,4,9,,1745109338907
1815,,1,2,10,4,9,,1745109738933
1816,,1,25,6,45,6,,1745110925954
1817,,1,25,4,45,8,,1745111217119
1818,,1,25,6,45,2,,1745111624275
1819,,1,25,2,45,6,,1745112358785
1820,,1,45,7,53,10,,1745112809562
1821,,1,17,2,17,2,,1745130795008
1822,,1,5,8,17,4,,1745137230429
1823,,1,21,1,5,5,,1745139084109
1824,,1,32,2,2,2,,1745139132580
1825,,1,21,4,5,8,,1745139617195
1826,,1,5,1,19,4,,1745140075321
1827,,1,19,5,2,9,,1745142289519
1828,,1,17,2,17,2,,1745144910000
1829,,1,45,2,45,1,,1745146067204
1830,,1,17,7,17,7,,1745152056966
1831,,1,17,2,33,10,,1745152778283
1832,,1,27,2,17,2,,1745158910225
1833,,1,4,8,6,5,,1745163173234
1834,,1,5,5,27,5,,1745165515048
1835,,1,4,8,33,10,,1745165621790
1836,,1,27,5,5,5,,1745166071656
1837,,1,33,10,4,10,,1745166130388
1838,,1,17,7,17,7,,1745166485808
1839,,1,27,10,33,10,,1745166596781
1840,,1,4,5,5,5,,1745166650182
1841,,1,11,5,17,7,,1745166984471
1842,,1,5,5,6,5,,1745167420098
1843,,1,11,5,50,10,,1745167675778
1844,,1,5,5,11,6,,1745175402679
1845,,1,11,4,5,6,,1745175699664
1846,,1,5,8,11,4,,1745175968727
1847,,1,2,10,56,2,,1745176120020
1848,,1,5,6,56,2,,1745176674437
1849,,1,32,2,5,5,,1745181059173
1850,,1,17,7,17,2,,1745224189406
1851,,1,17,1,26,2,,1745225572510
1852,,1,17,6,26,2,,1745226091471
1853,,1,26,2,16,7,,1745230100522
1854,,1,16,7,26,2,,1745230676532
1855,,1,16,7,26,2,,1745230986580
1856,,1,27,2,2,10,,1745231474175
1857,,1,11,4,26,2,,1745231549758
1858,,1,27,10,2,10,,1745232080808
1859,,1,17,6,26,2,,1745232274680
1860,,1,26,2,17,4,,1745232847092
1861,,1,17,1,26,2,,1745236109362
1862,,1,26,2,17,2,,1745236772181
1863,,1,17,2,26,2,,1745237417145
1864,,1,17,7,26,2,,1745238050240
1865,,1,17,7,26,2,,1745238663245
1866,,1,7,9,8,10,,1745239533819
1867,,1,26,2,4,8,,1745239636007
1868,,1,26,1,4,8,,1745240095720
1869,,1,26,6,7,8,,1745240695952
1870,,1,45,6,27,7,,1745241949820
1871,,1,45,6,27,2,,1745242329042
1872,,1,17,7,5,8,,1745247305419
1873,,1,4,7,5,8,,1745247809865
1874,,1,5,8,4,6,,1745248272970
1875,,1,5,8,4,3,,1745248907638
1876,,1,18,4,33,10,,1745254705932
1877,,1,33,8,18,6,,1745255316335
1878,,1,18,5,33,1,,1745255760792
1879,,1,5,10,33,6,,1745255921641
1880,,1,33,8,5,10,,1745256374072
1881,,1,5,8,19,9,,1745264394609
1882,,1,5,8,21,5,,1745265076777
1883,,1,21,1,5,6,,1745265661132
1884,,1,32,2,5,8,,1745266185016
1885,,1,5,8,21,3,,1745267036735
1886,,1,5,1,21,2,,1745267705011
1887,,1,56,2,56,10,,1745310376431
1888,,1,8,8,7,1,,1745413675555
1889,,1,32,2,33,10,,1745420378288
1890,,1,2,2,3,4,,1745484467812
1891,,1,17,6,32,2,,1745532757017
1892,,1,17,6,32,2,,1745533214598
1893,,1,17,2,32,6,,1745533697473
1894,,1,32,2,17,6,,1745534391268
1895,,1,1,6,17,2,,1745535094671
1896,,1,17,2,1,6,,1745535737062
1897,,1,1,6,24,2,,1745536303756
1898,,1,16,6,25,4,,1745573233206
1899,,1,20,2,57,1,,1745609614095
1900,,1,2,7,5,8,,1745933028992
1901,,1,2,7,5,1,,1745933695776
1902,,1,5,1,2,1,,1745934109957
1903,,1,5,8,58,2,,1746009399927
1904,,1,5,8,2,10,,1746014991222
1905,,1,5,8,2,10,,1746015406044
1906,,1,5,5,2,10,,1746015835413
1907,,4,6,5,59,2,,1746027251043
1908,,4,3,11,6,11,,1746028073629
1909,,4,3,11,6,11,,1746028349693
1910,,4,6,1,3,11,,1746028767446
1911,,4,5,5,16,5,,1746029065832
1912,,4,16,9,1,12,,1746031374087
1913,,4,5,8,16,12,,1746035252104
1914,,4,49,12,5,6,,1746036701593
1915,,4,1,12,22,4,,1746038715078
1916,,4,1,3,17,11,,1746039744932
1917,,4,40,5,18,3,,1746039799563
1918,,4,18,6,1,12,,1746040296360
1919,,4,18,3,17,2,,1746041929663
1920,,4,17,7,18,1,,1746042689371
1921,,4,18,1,17,12,,1746043371599
1922,,4,17,6,18,11,,1746043726366
1923,,4,5,5,3,4,,1746044371751
1924,,4,17,9,18,9,,1746044496867
1925,,4,17,11,18,4,,1746044869484
1926,,4,5,5,3,11,,1746044912384
1927,,4,5,11,3,11,,1746045239286
1928,,4,17,6,3,11,,1746045724453
1929,,4,17,2,3,11,,1746046315287
1930,,4,17,3,3,11,,1746046425777
1931,,4,3,3,6,11,,1746046634623
1932,,4,3,3,6,11,,1746046988471
1933,,4,3,3,6,11,,1746047193641
1934,,4,1,12,3,4,,1746047849120
1935,,4,17,10,8,9,,1746047875140
1936,,4,40,7,2,5,,1746048172372
1937,,4,1,12,17,5,,1746048485889
1938,,4,22,10,59,4,,1746049062828
1939,,4,5,9,40,12,,1746049561793
1940,,4,8,3,17,12,,1746049902578
1941,,4,17,4,22,4,,1746050285174
1942,,4,5,5,40,9,,1746050464246
1943,,4,22,4,2,4,,1746050887143
1944,,4,8,7,17,7,,1746050966096
1945,,4,1,12,40,9,,1746051305101
1946,,4,17,10,2,11,,1746051481022
1947,,4,29,4,17,6,,1746051883687
1948,,4,8,6,40,10,,1746051888802
1949,,4,29,4,17,3,,1746052239220
1950,,4,17,11,29,4,,1746052432704
1951,,4,1,12,40,1,,1746052528268
1952,,4,29,4,24,3,,1746052863001
1953,,4,1,10,40,8,,1746053293966
1954,,4,1,12,29,4,,1746054000816
1955,,4,1,10,29,4,,1746054609724
1956,,4,29,3,24,6,,1746055230438
1957,,4,1,10,29,4,,1746056003408
1958,,4,29,3,1,6,,1746056841319
1959,,4,1,1,29,3,,1746057668145
1960,,4,2,11,29,3,,1746058116758
1961,,5,7,10,18,11,,1746058531518
1962,,4,29,1,24,7,,1746058617834
1963,,4,1,11,2,9,,1746058855285
1964,,4,24,7,7,10,,1746059103348
1965,,5,18,9,29,3,,1746059108338
1966,,4,1,11,2,5,,1746059215985
1967,,4,29,3,2,2,,1746059628152
1968,,4,2,7,29,3,,1746060100628
1969,,4,40,7,1,3,,1746060284583
1970,,4,1,9,24,11,,1746060988989
1971,,4,2,8,29,9,,1746061128098
1972,,4,1,11,29,3,,1746061292078
1973,,4,1,7,29,4,,1746061768885
1974,,4,1,11,29,1,,1746062130645
1975,,4,29,3,2,8,,1746062564793
1976,,4,1,10,29,3,,1746063076113
1977,,4,29,3,1,11,,1746063216523
1978,,4,1,8,2,2,,1746063829688
1979,,4,2,2,29,3,,1746064398538
1980,,4,2,8,1,7,,1746065280409
1981,,4,2,10,29,4,,1746065868537
1982,,4,2,6,29,4,,1746066217897
1983,,4,2,4,29,4,,1746071403645
1984,,4,11,5,19,12,,1746076971731
1985,,4,19,1,11,11,,1746077423204
1986,,4,11,9,19,10,,1746077898399
1987,,4,2,11,8,9,,1746080454386
1988,,4,2,12,8,9,,1746080986603
1989,,4,8,9,5,5,,1746082133818
1990,,4,19,1,5,5,,1746083348234
1991,,4,19,1,5,5,,1746083873091
1992,,4,5,8,2,5,,1746084387693
1993,,4,11,11,8,9,,1746089019427
1994,,4,1,1,7,10,,1746095092598
1995,,4,5,5,22,4,,1746096197055
1996,,4,6,4,7,12,,1746097022583
1997,,4,40,5,1,4,,1746097862682
1998,,4,1,1,40,10,,1746098405237
1999,,4,6,11,59,4,,1746098695003
2000,,4,5,8,1,10,,1746101299817
2001,,4,19,1,1,5,,1746101886340
2002,,4,19,1,1,5,,1746102276336
2003,,4,16,1,1,5,,1746103098959
2004,,4,12,6,6,4,,1746103459390
2005,,4,1,11,16,3,,1746103608242
2006,,4,16,9,1,1,,1746105310162
2007,,4,5,8,16,11,,1746105854694
2008,,4,17,11,8,3,,1746107687945
2009,,4,17,1,8,10,,1746108132045
2010,,4,11,5,8,10,,1746108775844
2011,,4,11,12,8,2,,1746109299344
2012,,4,8,3,16,3,,1746109640245
2013,,4,16,2,8,4,,1746110087556
2014,,4,16,6,11,11,,1746111703220
2015,,4,16,5,5,8,,1746112297604
2016,,4,11,5,16,11,,1746112745519
2017,,4,24,2,16,11,,1746113182015
2018,,4,2,1,16,9,,1746114228169
2019,,4,2,10,16,10,,1746115262603
2020,,4,2,11,16,12,,1746115626152
2021,,4,16,1,2,8,,1746116193453
2022,,4,8,3,16,12,,1746116781353
2023,,4,8,9,16,3,,1746117492195
2024,,4,16,12,2,5,,1746117980430
2025,,4,29,4,2,12,,1746118514872
2026,,4,16,4,11,5,,1746118635670
2027,,4,5,8,2,8,,1746119588108
2028,,4,59,4,40,4,,1746122223129
2029,,4,40,5,17,11,,1746122669197
2030,,4,40,2,17,11,,1746122946284
2031,,4,17,9,40,9,,1746123499007
2032,,4,17,9,12,6,,1746124491938
2033,,4,17,2,29,4,,1746124909079
2034,,4,17,11,29,4,,1746125413754
2035,,4,17,1,29,4,,1746125871345
2036,,4,29,3,17,6,,1746126585838
2037,,4,17,7,29,3,,1746126910999
2038,,4,29,3,17,7,,1746127211314
2039,,4,59,4,17,7,,1746127830123
2040,,4,29,3,5,8,,1746129093329
2041,,4,29,3,7,5,,1746129505460
2042,,4,29,3,8,7,,1746129946518
2043,,4,29,3,59,4,,1746132991499
2044,,4,1,7,7,10,,1746135803220
2045,,4,1,6,7,6,,1746136448681
2046,,4,40,1,1,1,,1746137208338
2047,,4,1,5,40,2,,1746137658686
2048,,4,59,4,18,3,,1746137668062
2049,,4,1,2,40,7,,1746138037982
2050,,4,29,3,1,12,,1746138535241
2051,,4,40,2,1,1,,1746139543146
2052,,4,29,3,24,11,,1746140300819
2053,,4,1,8,40,7,,1746140305575
2054,,4,29,3,36,12,,1746140537220
2055,,4,1,11,40,11,,1746140885981
2056,,4,29,3,36,5,,1746140982462
2057,,4,29,3,36,11,,1746141288487
2058,,4,40,12,1,12,,1746141666623
2059,,4,29,3,18,10,,1746142095695
2060,,4,1,5,40,10,,1746142343166
2061,,4,29,3,18,7,,1746142640274
2062,,4,18,3,29,3,,1746142939582
2063,,4,1,10,40,5,,1746143001741
2064,,4,29,3,18,5,,1746143310263
2065,,4,1,9,40,10,,1746144015048
2066,,4,1,10,40,11,,1746144554760
2067,,4,40,7,1,7,,1746144669276
2068,,4,40,3,1,9,,1746145420746
2069,,4,29,9,40,3,,1746145776483
2070,,4,1,12,40,4,,1746146607465
2071,,4,40,12,29,12,,1746147065561
2072,,4,60,2,29,12,,1746147716617
2073,,4,29,3,6,4,,1746148775101
2074,,4,18,4,60,4,,1746149048544
2075,,4,6,4,29,12,,1746149171831
2076,,4,29,12,6,4,,1746149483319
2077,,4,6,4,29,12,,1746149923382
2078,,4,2,11,17,2,,1746150393680
2079,,4,6,4,29,12,,1746150398974
2080,,4,17,2,29,11,,1746150964741
2081,,4,17,12,29,12,,1746151337975
2082,,4,29,2,25,12,,1746171152194
2083,,4,25,4,29,3,,1746171640078
2084,,4,29,2,5,8,,1746172396932
2085,,4,29,12,5,8,,1746172710983
2086,,4,5,8,29,11,,1746173101771
2087,,4,29,4,5,5,,1746173398970
2088,,4,5,5,29,9,,1746173660389
2089,,4,29,2,8,5,,1746174009592
2090,,4,29,2,33,10,,1746174449699
2091,,4,8,7,29,2,,1746175355730
2092,,4,29,11,8,9,,1746175737201
2093,,4,29,4,8,8,,1746176020143
2094,,4,8,3,29,12,,1746176476865
2095,,4,11,4,1,9,,1746179671025
2096,,4,11,11,1,8,,1746180417713
2097,,4,6,4,1,11,,1746183212651
2098,,4,1,2,6,4,,1746183889082
2099,,4,6,4,1,11,,1746184372279
2100,,4,36,4,25,4,,1746184669335
2101,,4,1,2,6,4,,1746184903957
2102,,4,1,2,6,4,,1746185270802
2103,,4,1,2,6,4,,1746185750401
2104,,4,1,2,6,4,,1746186214267
2105,,4,16,9,25,4,,1746186284067
2106,,4,25,7,16,12,,1746187221456
2107,,4,59,4,2,8,,1746189114042
2108,,4,16,2,12,6,,1746189303754
2109,,4,1,12,2,10,,1746189873468
2110,,4,12,6,11,11,,1746189942535
2111,,4,1,3,2,8,,1746190546201
2112,,4,11,9,12,8,,1746190687630
2113,,4,2,7,1,7,,1746190729064
2114,,4,11,5,16,7,,1746191286709
2115,,4,2,2,5,12,,1746191513853
2116,,4,60,3,60,10,,1746191587865
2117,,4,59,4,5,8,,1746192303364
2118,,4,16,5,60,4,,1746192370266
2119,,4,5,8,22,4,,1746192978972
2120,,4,1,4,5,5,,1746194100883
2121,,4,2,12,60,12,,1746194468870
2122,,4,1,4,5,5,,1746194985466
2123,,4,1,7,60,7,,1746196205602
2124,,4,1,2,60,8,,1746197184848
2125,,4,2,8,11,5,,1746197432950
2126,,4,60,11,1,1,,1746197719241
2127,,4,1,1,8,11,,1746198176858
2128,,4,1,6,60,11,,1746198566755
2129,,4,8,5,2,1,,1746198670864
2130,,4,1,2,60,11,,1746199056475
2131,,4,2,10,8,9,,1746199370815
2132,,4,1,7,8,3,,1746199892860
2133,,4,49,12,2,8,,1746200293711
2134,,4,19,1,1,3,,1746200603916
2135,,4,60,11,59,4,,1746200644699
2136,,4,2,5,49,12,,1746200947398
2137,,4,25,11,51,9,,1746201411046
2138,,4,1,12,49,11,,1746201540626
2139,,4,5,5,2,2,,1746201942485
2140,,4,25,11,60,11,,1746202267896
2141,,4,40,5,1,10,,1746202279096
2142,,4,2,1,6,4,,1746202506813
2143,,4,6,4,2,12,,1746202814942
2144,,4,33,10,49,12,,1746202844435
2145,,4,2,1,6,4,,1746203170119
2146,,4,2,1,6,4,,1746203565484
2147,,4,49,12,60,11,,1746203582129
2148,,4,5,8,33,10,,1746203658242
2149,,4,2,10,6,4,,1746204132570
2150,,4,6,4,2,10,,1746204561216
2151,,4,59,4,5,8,,1746204614020
2152,,4,25,11,29,2,,1746204926624
2153,,4,29,2,25,7,,1746205474039
2154,,4,2,1,1,9,,1746205533937
2155,,4,40,7,59,11,,1746205641226
2156,,4,25,12,29,12,,1746205873670
2157,,4,2,5,33,10,,1746206228800
2158,,4,29,2,25,12,,1746206432245
2159,,4,6,4,29,2,,1746206730929
2160,,4,33,10,2,4,,1746207106825
2161,,4,25,11,36,12,,1746207223070
2162,,4,59,4,29,2,,1746207301670
2163,,4,29,2,59,4,,1746207678577
2164,,4,2,10,33,10,,1746207722018
2165,,4,29,2,2,4,,1746208198339
2166,,4,1,12,36,12,,1746208510781
2167,,4,2,9,29,2,,1746208869976
2168,,4,29,2,25,1,,1746209562186
2169,,4,29,8,25,8,,1746209783518
2170,,4,2,10,25,11,,1746210201681
2171,,4,5,5,29,12,,1746210824769
2172,,4,2,2,25,7,,1746211174917
2173,,4,29,12,5,5,,1746211532578
2174,,4,59,4,16,2,,1746211705638
2175,,4,29,12,59,4,,1746212352320
2176,,4,29,12,8,9,,1746213157699
2177,,4,16,6,29,12,,1746214066185
2178,,4,5,11,2,3,,1746214175113
2179,,4,2,3,8,9,,1746214821691
2180,,4,29,12,16,7,,1746214869826
2181,,4,6,4,29,12,,1746215232340
2182,,4,16,3,5,11,,1746215477583
2183,,4,6,4,29,12,,1746215493683
2184,,4,29,11,6,4,,1746215707526
2185,,4,29,11,6,4,,1746216013680
2186,,4,5,1,29,10,,1746216948201
2187,,4,29,1,5,10,,1746217319413
2188,,4,29,3,5,6,,1746217803065
2189,,4,29,7,36,2,,1746218659720
2190,,4,17,1,29,12,,1746219158978
2191,,4,17,3,29,3,,1746219286175
2192,,4,1,9,17,3,,1746222264454
2193,,4,1,6,17,2,,1746222761536
2194,,4,17,12,1,5,,1746223306950
2195,,4,17,4,1,10,,1746223853244
2196,,4,1,3,36,5,,1746225540980
2197,,4,1,1,40,6,,1746225990120
2198,,4,1,2,40,9,,1746226575525
2199,,4,1,12,40,12,,1746226718012
2200,,4,1,11,40,9,,1746227003821
2201,,4,59,4,17,11,,1746227920938
2202,,4,1,12,40,6,,1746227989464
2203,,4,1,11,40,2,,1746228641597
2204,,4,1,10,40,11,,1746229092574
2205,,4,19,11,1,12,,1746229637284
2206,,4,17,2,40,7,,1746229720323
2207,,4,1,10,40,4,,1746230188298
2208,,4,17,2,19,1,,1746231079136
2209,,4,17,11,1,11,,1746231582655
2210,,4,17,4,1,9,,1746232361260
2211,,4,59,4,29,2,,1746232857168
2212,,4,1,7,29,2,,1746233525484
2213,,4,29,11,6,4,,1746233932598
2214,,4,6,4,29,8,,1746234389633
2215,,4,29,1,6,4,,1746234799250
2216,,4,29,8,6,4,,1746235089349
2217,,4,61,11,62,2,,1746244491359
2218,,4,61,11,62,12,,1746244817185
2219,,4,61,11,62,11,,1746245280122
2220,,4,62,11,59,4,,1746245830967
2221,,4,19,1,16,11,,1746252394161
2222,,4,19,1,5,7,,1746253049065
2223,,4,5,5,19,5,,1746253835302
2224,,4,25,11,1,12,,1746263657013
2225,,4,1,12,25,7,,1746264180920
2226,,4,25,11,1,12,,1746264837947
2227,,4,1,12,38,10,,1746266535139
2228,,4,1,12,38,9,,1746267287062
2229,,4,1,12,40,11,,1746268002171
2230,,4,1,12,40,6,,1746268129767
2231,,4,8,9,1,6,,1746269426393
2232,,4,1,5,8,10,,1746269926514
2233,,4,6,4,1,9,,1746271688054
2234,,4,1,12,6,4,,1746272160839
2235,,4,1,12,6,4,,1746272631790
2236,,4,1,12,6,4,,1746273011986
2237,,4,1,12,6,4,,1746273311307
2238,,4,40,3,1,12,,1746274818584
2239,,4,1,7,25,11,,1746275758772
2240,,4,1,12,25,9,,1746276738822
2241,,4,29,6,1,6,,1746277422854
2242,,4,1,1,29,5,,1746277709983
2243,,4,1,10,29,8,,1746278192657
2244,,4,1,2,29,8,,1746278795939
2245,,4,1,10,29,9,,1746279311046
2246,,4,11,2,1,4,,1746283582670
2247,,4,5,11,1,4,,1746284005227
2248,,4,11,5,61,11,,1746284579407
2249,,4,5,9,1,10,,1746284844870
2250,,4,25,11,59,4,,1746288032028
2251,,4,1,7,5,7,,1746288396037
2252,,4,11,5,5,5,,1746288845133
2253,,4,11,1,1,3,,1746289495471
2254,,4,29,2,5,1,,1746294409760
2255,,4,1,1,7,1,,1746295910262
2256,,4,1,10,7,11,,1746296490366
2257,,4,29,12,1,11,,1746296774714
2258,,4,1,12,29,2,,1746297140795
2259,,4,29,2,1,10,,1746297605485
2260,,4,1,12,29,12,,1746297896521
2261,,4,1,7,29,12,,1746298422100
2262,,4,1,5,29,5,,1746298818815
2263,,4,5,1,60,11,,1746302794065
2264,,4,60,11,29,2,,1746303082338
2265,,4,60,11,29,12,,1746303370599
2266,,4,29,5,60,11,,1746303552205
2267,,4,60,6,29,7,,1746304197393
2268,,4,29,1,60,5,,1746304541706
2269,,4,29,11,60,1,,1746304709112
2270,,4,60,11,29,2,,1746305141195
2271,,4,29,7,8,9,,1746305389386
2272,,4,29,7,8,4,,1746305705569
2273,,4,29,7,60,11,,1746306069712
2274,,4,29,3,60,11,,1746306320008
2275,,4,60,12,29,4,,1746306962364
2276,,4,29,8,60,10,,1746307565747
2277,,4,29,8,60,11,,1746307852756
2278,,4,59,4,29,8,,1746308381204
2279,,4,29,8,59,4,,1746308848782
2280,,4,29,11,59,4,,1746309251142
2281,,4,60,11,6,4,,1746316255709
2282,,4,6,4,60,11,,1746316591607
2283,,4,60,11,6,7,,1746317055714
2284,,4,6,7,60,11,,1746317324740
2285,,4,16,9,59,9,,1746318602776
2286,,4,16,11,59,8,,1746319141521
2287,,4,60,11,25,4,,1746321178442
2288,,4,60,12,16,9,,1746321679217
2289,,4,19,1,6,7,,1746322904291
2290,,4,6,7,16,6,,1746324441482
2291,,4,16,1,60,11,,1746325219310
2292,,4,60,9,60,3,,1746325534477
2293,1368420941452939264,4,61,11,60,11,,1746327624557
2294,1368425561373933571,4,16,2,60,12,,1746328797656
2295,1368427403432689704,4,16,3,60,12,,1746329230185
2296,1368470375675068516,4,61,11,19,1,,1746339453900
2297,1368471969254604881,4,61,11,19,11,,1746340047741
2298,1368518627095089213,4,8,9,5,8,,1746351413367
2299,1368522148431269920,4,8,9,5,8,,1746351882366
2300,1368522495665246322,4,2,7,61,11,,1746352040097
2301,1368524054474002512,4,8,9,5,10,,1746352429189
2302,1368529249987989554,4,25,11,8,9,,1746353790227
2303,1368533598520606821,4,2,7,33,10,,1746354735900
2304,1368532878492962870,4,8,9,25,11,,1746354779583
2305,1368535768695570485,4,2,7,33,10,,1746355409071
2306,1368550203795312670,4,61,11,25,11,,1746358899052
2307,1368554942318641172,4,61,11,2,7,,1746359828736
2308,1368557170848825457,4,2,7,16,2,,1746361026908
2309,1368563535705280574,4,8,9,8,11,,1746362286580
2310,1368582765800456383,4,16,6,25,7,,1746366521294
2311,1368585743710294097,4,6,5,25,1,,1746367082126
2312,1368588166327701575,4,25,7,17,1,,1746367685884
2313,1368590541490753607,4,25,11,1,10,,1746368222887
2314,1368592978012278965,4,17,7,1,11,,1746368929503
2315,1368594878132523038,4,59,12,60,11,,1746369325584
2316,1368595469437108304,4,1,11,17,2,,1746369513715
2317,1368597894835208273,4,17,6,1,7,,1746370122106
2318,1368600657694687376,4,17,5,1,11,,1746370595891
2319,1368602543092928573,4,17,6,1,9,,1746371254404
2320,1368606677221376064,4,29,8,61,11,,1746371875492
2321,1368605270389030963,4,1,9,60,8,,1746372031213
2322,1368606235871674500,4,25,11,5,5,,1746372216382
2323,1368610592809554055,4,25,11,61,11,,1746372742060
2324,1368609808617570325,4,1,11,60,7,,1746372843248
2325,1368610287657291847,4,16,1,29,8,,1746373063674
2326,1368611705361399849,4,1,9,60,11,,1746373227657
2327,1368612718235619491,4,61,11,29,8,,1746373235197
2328,1368613336983404655,4,29,12,1,1,,1746373634089
2329,1368615057902141502,4,1,9,29,12,,1746374333055
2330,1368617212851523686,4,40,9,16,6,,1746374671650
2331,1368618627678605365,4,29,2,1,6,,1746374956037
2332,1368619496218300529,4,16,10,40,10,,1746375272952
2333,1368620670858297495,4,25,7,29,8,,1746375518556
2334,1368622925329993810,4,29,2,25,12,,1746375873093
2335,1368622257559044097,4,1,6,40,7,,1746375885744
2336,1368624525993971816,4,40,11,1,5,,1746376099914
2337,1368624700032553212,4,25,7,16,7,,1746376267886
2338,1368625472006783088,4,40,4,29,9,,1746376458249
2339,1368625924374921240,4,1,7,25,11,,1746376679721
2340,1368626942865182871,4,40,9,29,8,,1746377551466
2341,1368627957404405874,4,49,12,1,5,,1746377570822
2342,1368631972972462122,4,16,7,1,5,,1746378088559
2343,1368631605567946833,4,40,9,29,8,,1746378206451
2344,1368634217176633365,4,40,6,29,8,,1746378677429
2345,1368635815047200889,4,1,1,2,2,,1746378935143
